lig,rec,g1,g2,g3,g4,g5,g6,g7,g8
O_AMID,On,-0.009918,-0.01217,-0.009681,0.03487,0.001102,0.03875,-0.003418,-0.01051
O_AMID,S,0.06582,0.07774,0.01063,-0.06319,-0.0319,0.0453,0.03205,-0.01826
O_AMID,S_a,0.006044,0.004482,-0.01088,0.008703,0.02722,0.005462,-0.01635,0.005699
O_AMID,S_H,0.01293,0.05402,0.01122,-0.01801,-0.07582,0.01157,0.1143,0.02053
O_AMID,P,0.1681,0.2563,0.2877,0.2448,0.09905,-0.01041,-0.03,-0.049
O_AMID,U,0.03317,0.04981,0.002154,-0.06143,-0.02516,-0.01879,-0.05148,-0.0315
O_CAR,H,0.007053,0.02962,0.01643,-0.01606,0.0225,-0.04242,-0.1212,-0.114
O_CAR,H_N,-0.09738,-0.1456,-0.1127,-0.03625,-0.03538,-0.02242,-0.0577,-0.225
O_CAR,H_O,-0.03592,0.1126,0.1507,0.06232,0.06025,-0.07032,-0.2181,-0.222
O_CAR,H_S,-0.01783,-0.01813,-0.07283,-0.04502,-0.06451,-0.1785,-0.1792,-0.1695
O_CAR,H_ba,-0.02076,-0.05632,0.002692,-0.01583,0.03155,-0.01747,-0.1537,-0.2035
O_CAR,C,0.1055,0.09301,-0.04904,-0.07071,0.001036,0.06678,0.08796,-0.04422
O_CAR,C_a,0.1473,0.1088,0.05287,-0.05685,-0.04184,0.03308,0.01886,-0.09207
O_CAR,C_SP2,0.128,0.1245,0.05876,0.02327,0.08091,0.07318,0.007459,-0.1885
O_CAR,C_SP,-0.01264,0.01685,-0.02007,-0.01097,0.0241,0.03036,0.05021,-0.0296
O_CAR,F,0.03625,0.01896,0.00976,0.02935,0.02396,-0.08933,-0.05965,-0.1086
O_CAR,F_ba,0.03401,-0.04841,0.003764,-0.02646,-0.05415,0.007407,-0.01533,-0.0004747
O_CAR,Cl,0.163,0.1439,0.1711,0.164,0.2571,0.1467,0.02503,-0.1429
O_CAR,Cl_ba,0.01725,0.02555,-0.05105,0.02598,0.05978,-0.00576,0.01171,0.06431
O_CAR,Br,0.06078,0.04044,0.04105,0.02104,0.08832,0.06382,0.06027,0.03454
O_CAR,Br_ba,0.02346,-0.006614,-0.01445,0.02022,-0.001499,0.0007989,0.0121,0.02866
O_CAR,I,0.05696,0.05693,0.07028,0.04481,-0.04229,-0.05134,0.01245,0.0116
O_CAR,I_ba,-0.03724,0.02033,-0.03176,-0.006313,-0.01975,0.03425,0.02264,0.03254
O_CAR,N_D,0.08018,0.04626,0.08415,0.01405,0.03287,0.08082,0.1606,0.02466
O_CAR,N_a_D,0.126,0.0742,0.05092,0.06419,-0.04396,0.02053,0.08861,0.03515
O_CAR,N_ba_D,0.1898,0.08096,0.04985,-0.1044,-0.2101,-0.07651,0.08379,0.2271
O_CAR,Np_D,0.2604,0.1611,-0.01408,-0.1061,-0.01419,0.3633,0.6426,0.431
O_CAR,N_SP2_D,-0.02279,-0.01993,0.01895,-1.329e-05,0.08129,0.07623,0.0166,0.009108
O_CAR,N_AMID_D,0.2287,-0.02004,-0.2094,-0.2307,-0.1304,-0.2146,-0.4089,-0.3951
O_CAR,Np_RES_D,0.2419,0.2226,0.1352,0.05262,0.09983,0.06841,-0.07403,-0.0989
O_CAR,N_DA,0.03143,-0.02451,-0.04387,0.004703,-0.02141,0.02432,-0.03573,-0.01965
O_CAR,N_a_DA,0.09772,0.03772,0.03026,-0.02035,0.01245,-0.07409,-0.1864,-0.1876
O_CAR,O_DA,-0.0217,0.02729,0.1325,0.1407,0.1002,-0.05163,-0.1891,-0.2261
O_CAR,O_ba_DA,-0.04571,0.006507,0.1277,0.1715,0.01857,-0.04792,-0.08007,-0.1107
O_CAR,Met_DA,-0.1267,-0.2163,-0.2208,-0.2634,-0.05862,0.1145,0.5209,0.6447
O_CAR,N_A,-0.02299,0.01969,0.03284,-0.0613,0.004322,0.01959,0.006827,0.003875
O_CAR,N_a_A,0.04094,-0.01894,0.005163,0.04825,-0.04118,0.04027,0.063,0.1249
O_CAR,O_A,0.1695,0.2034,0.1034,0.0839,0.04966,0.09647,0.005405,-0.06711
O_CAR,O_a_A,-0.01784,0.01271,-0.008903,0.009123,-0.02043,0.02945,-0.002628,-0.05835
O_CAR,On_A,0.1362,0.1674,0.1719,0.1311,0.08969,0.04604,0.01389,-0.06116
O_CAR,O_SP2_A,0.1109,0.09554,0.1174,0.05955,-0.008829,-0.03141,-0.02549,0.03151
O_CAR,O_AMID,0.2593,0.2444,0.1693,0.02038,-0.09735,-0.1958,-0.2951,-0.2396
O_CAR,O_CAR,0.08766,0.0831,0.03976,-0.002615,-0.006384,-0.1513,-0.1814,-0.1642
O_CAR,O_ALD,0.2176,0.376,0.6132,0.9462,1.153,1.009,0.5453,0.2824
O_CAR,N,-0.06635,-0.1063,-0.04614,0.03825,0.1732,0.1201,0.04359,-0.05284
O_CAR,Np,-0.0005749,0.04769,0.04692,0.07449,0.04514,0.126,0.1064,0.07641
O_CAR,N_SP,0.00198,-0.01574,0.09993,0.007557,0.01728,0.05538,-0.02685,0.02891
O_CAR,O,-0.0009171,-0.00661,-0.04095,0.00104,-0.0115,0.01032,0.04785,-0.04552
O_CAR,On,0.004044,-0.009432,-0.02936,0.03546,-0.01089,-0.02233,0.04777,-0.04659
O_CAR,S,0.1498,0.1321,0.06517,-0.05907,-0.03945,-0.006399,-0.06219,-0.1241
O_CAR,S_a,0.0442,0.02211,-0.04979,0.03188,-0.03658,0.02494,-0.04532,0.03766
O_CAR,S_H,0.03174,0.01376,-0.05565,-0.06901,-0.07297,-0.1033,-0.04187,0.01431
O_CAR,P,0.08282,0.1462,0.2053,0.2097,0.1691,0.1168,0.05373,0.0458
O_CAR,U,0.1057,0.1174,0.08357,0.1251,0.08149,0.05141,-0.01043,0.009648
O_ALD,H,0.01133,0.009826,-0.003409,0.009574,-0.01015,-0.0186,-0.01938,-0.02073
O_ALD,H_N,-0.05912,-0.03405,0.007046,0.0005225,0.006884,0.002755,0.003519,-0.0177
O_ALD,H_O,0.009618,-0.00691,-0.01166,-0.01555,-0.001205,-0.01062,-0.01997,-0.004122
O_ALD,H_S,0.01306,-0.001083,-0.009211,-0.0005492,-0.01046,-0.006868,0.004404,0.004983
O_ALD,H_ba,-0.02237,-0.00338,-0.002521,-0.0038,0.0005247,-0.008764,0.009829,-0.005674
O_ALD,C,0.00298,-0.002422,0.0002966,0.001168,-0.01351,0.003568,-0.005207,-0.01311
O_ALD,C_a,0.007042,0.003664,0.006163,-0.004266,-0.009426,-0.01025,0.006435,0.008958
O_ALD,C_SP2,0.01312,0.0004054,0.006719,0.01125,-0.002335,-0.01273,-0.01133,-0.01833
O_ALD,C_SP,-0.00117,-0.0009438,-0.01616,-0.002848,-0.0113,-0.007306,-0.01143,-0.002416
O_ALD,F,0.00837,0.007592,0.009541,-0.004936,-0.01281,-0.01028,-0.02866,-0.02034
O_ALD,F_ba,-0.01787,-0.006606,-0.007099,-0.00357,0.0089,-0.007232,-0.0139,-0.002613
O_ALD,Cl,0.01161,0.01913,0.02023,0.0005596,-0.002876,-0.002676,-0.002673,0.008235
O_ALD,Cl_ba,-0.01199,-0.005761,0.004755,-0.009063,0.02698,-0.01828,0.003896,0.003405
O_ALD,Br,0.008328,0.003968,-0.0037,-0.01967,-0.009205,0.01717,0.02311,0.002793
O_ALD,Br_ba,-0.007147,0.009856,0.0025,0.00864,0.009376,0.004934,-0.004913,0.003692
O_ALD,I,0.004312,0.006844,0.01665,0.01055,0.0225,0.01644,0.002026,-0.0007332
O_ALD,I_ba,-0.004686,0.02079,-0.01128,-0.007417,-0.008296,-0.002352,0.0128,0.01339
O_ALD,N_D,0.01212,-0.001936,-0.0004362,0.01307,0.01595,0.01865,0.0114,-0.0051
O_ALD,N_a_D,0.004769,0.01512,0.003902,0.01443,-0.01592,-0.02022,0.008007,-0.002325
O_ALD,N_ba_D,0.006308,0.008084,-0.009484,0.01625,0.01069,0.01404,-0.0006641,0.01785
O_ALD,Np_D,0.007391,0.00339,0.007898,-0.006744,-0.0009638,0.02224,0.03765,0.02495
O_ALD,N_SP2_D,0.01391,0.02229,0.006039,-0.002204,-0.002043,0.02341,0.002867,-0.00132
O_ALD,N_AMID_D,0.01203,0.006826,-0.002752,-0.02203,-0.01549,-0.01037,-0.009734,-0.01298
O_ALD,Np_RES_D,0.01741,0.02486,0.02224,0.02797,0.008278,-0.0002507,0.001775,-0.01795
O_ALD,N_DA,0.01203,0.003286,-0.007931,0.003093,-0.005525,-0.004801,0.003578,0.002041
O_ALD,N_a_DA,0.01142,-0.00442,-0.007798,0.006312,-0.01466,-0.01981,-0.001241,0.006712
O_ALD,O_DA,-0.01494,-0.02399,-0.01062,-0.005372,0.0007184,-0.00957,0.008621,-0.0134
O_ALD,O_ba_DA,-0.009047,-0.004203,-0.000671,-0.003903,-0.002108,0.01974,-0.008076,0.01804
O_ALD,Met_DA,-0.03496,-0.01951,-0.02902,-0.02055,0.0007154,-0.008242,0.03351,0.03719
O_ALD,N_A,-0.00478,-0.003011,0.002189,0.01584,0.005783,-0.002622,0.01219,0.004905
O_ALD,N_a_A,0.007165,0.0181,-0.02625,-0.01751,-0.02536,-0.03259,0.007292,5.755e-05
O_ALD,O_A,0.01155,0.01155,0.01957,-0.002311,-0.01586,-0.02968,-0.006247,0.0002747
O_ALD,O_a_A,-0.007479,0.0002031,0.01509,4.695e-05,0.00497,-0.002903,-0.005148,-0.003464
O_ALD,On_A,-0.02265,-0.007036,-0.02772,0.002751,-0.001259,0.01035,-0.01796,-0.01525
O_ALD,O_SP2_A,0.007786,0.01579,0.005521,0.01035,0.005841,-0.009468,-0.006658,0.008167
O_ALD,O_AMID,-0.0006059,0.002423,0.01186,0.009074,-0.002642,0.001202,-0.007522,-0.002753
O_ALD,O_CAR,-0.01833,0.001125,0.01511,0.004003,0.003471,-0.00552,-0.006287,0.005823
O_ALD,O_ALD,0.01607,0.01988,0.02502,0.03825,0.06001,0.04184,0.0428,0.02876
O_ALD,N,-0.003053,0.0004392,-0.005945,0.001589,0.007105,0.0178,0.0301,0.01815
O_ALD,Np,0.003733,0.000571,-0.001689,0.005526,0.0274,-0.004976,0.006083,-0.006161
O_ALD,N_SP,0.02415,-0.01362,0.0237,-0.005035,0.0004798,0.007925,0.00786,-0.01251
O_ALD,O,0.009574,-0.00182,0.004252,-0.01442,0.01718,0.002517,-0.007739,-0.0007863
O_ALD,On,-0.0152,-0.01095,-0.003274,-0.00552,0.01595,-0.008511,-0.01254,0.009833
O_ALD,S,0.02429,0.005501,0.03655,0.01206,0.01564,0.01652,0.004307,-0.01301
O_ALD,S_a,-0.002837,0.01576,-0.002148,0.002686,0.0009855,-0.00434,-0.000898,0.003145
O_ALD,S_H,-0.01192,0.004801,0.0155,-0.006038,-0.00653,-0.01823,0.009502,-0.003913
O_ALD,P,0.01004,0.01777,0.02783,0.02726,-0.001896,-0.001755,-0.01925,-0.009182
O_ALD,U,0.001401,0.02235,-0.01017,-0.002651,-0.001727,-0.003605,0.009394,-0.0019
N,H,0.05328,0.03132,-0.02351,-0.09681,-0.02098,-0.01335,-0.02893,-0.07292
N,H_N,-0.00754,-0.05125,-0.05899,-0.0505,0.01357,0.009571,0.01001,-0.02361
N,H_O,-0.01849,-0.03222,0.01001,-0.01491,-0.0158,-0.09846,-0.1186,-0.05817
N,H_S,-0.03706,-0.01912,-0.0405,-0.06579,-0.06663,-0.05045,-0.03315,-0.02581
N,H_ba,0.06483,0.1154,0.04751,-0.01298,-0.1143,-0.05065,0.03968,-0.03494
N,C,0.04016,0.03677,0.02936,-0.03044,-0.07157,-0.01051,0.06978,0.01813
N,C_a,0.01472,-0.0456,-0.05631,-0.02475,-0.05227,-0.07985,-0.09004,-0.04801
N,C_SP2,0.008727,0.01334,0.02859,0.01468,0.05574,0.1451,0.09794,-0.01316
N,C_SP,5.101e-05,-0.0207,-0.003769,-0.01977,-0.01247,-0.002255,-0.007496,-0.01708
N,F,0.02127,-0.02197,-0.0009674,-0.01108,0.01852,0.05317,0.02834,-0.03848
N,F_ba,0.05378,0.006729,-0.0003751,-0.009389,-0.002804,0.01179,-0.03125,0.009171
N,Cl,0.006964,0.015,-0.03679,-0.02853,-0.06626,-0.07679,-0.0487,-0.02173
N,Cl_ba,0.01153,-0.001529,-0.04523,0.0009706,-0.01532,0.03987,0.01002,0.01602
N,Br,0.02031,0.04701,0.04902,0.01467,0.02057,-0.01434,0.0155,0.005419
N,Br_ba,0.0007531,0.06348,0.02287,0.005774,0.01722,-0.008304,-0.001441,-0.01579
N,I,0.03268,-0.000371,0.05749,0.03664,0.09365,-0.02392,-0.08098,-0.06018
N,I_ba,-0.005853,0.01594,0.02359,0.003465,-0.01557,-0.01997,-0.01887,-0.01461
N,N_D,-0.009512,0.002855,-0.001294,-0.03338,-0.08389,0.03793,0.05745,0.08045
N,N_a_D,-0.04167,-0.07354,-0.06904,-0.05779,-0.02483,-0.03367,-0.04668,-0.01462
N,N_ba_D,0.0536,-0.002992,-0.01308,-0.0472,-0.02865,-0.04627,-0.06734,-0.02862
N,Np_D,0.06622,0.06635,-0.01585,-0.06158,-0.09638,0.02573,0.1268,0.179
N,N_SP2_D,0.01218,-0.01979,0.004314,0.02884,-0.0005155,0.02243,-0.01457,0.01036
N,N_AMID_D,0.02243,-0.03676,0.01014,0.04243,0.0413,0.0181,-0.00826,-0.01355
N,Np_RES_D,0.04827,0.05913,0.0309,0.009791,0.03363,0.09086,0.1003,0.05497
N,N_DA,0.03424,-0.03643,0.01942,-0.01703,0.0006561,-0.01516,-0.01603,0.02728
N,N_a_DA,-0.005601,-0.01068,-0.005306,-0.05381,-0.02034,-0.03392,-0.06531,-0.004533
N,O_DA,0.03799,-0.005612,-0.03288,-0.06147,-0.04603,-0.06476,-0.03139,-0.03559
N,O_ba_DA,-0.004011,0.03287,0.03698,0.029,-0.05248,-0.0661,-0.02814,0.0131
N,Met_DA,-0.08678,-0.07562,-0.1349,-0.02681,0.005768,0.1066,0.1538,0.2188
N,N_A,-0.01461,0.01302,0.001,0.03399,0.01195,0.02141,0.007672,0.005805
N,N_a_A,-0.003097,0.00613,0.01688,-0.07199,-0.1511,-0.1162,-0.07739,0.02637
N,O_A,0.02747,0.07868,0.05866,-0.008213,-0.06799,-0.06088,-0.06493,-0.1336
N,O_a_A,0.03099,-0.004167,-0.01511,-0.01085,-0.009834,0.04997,0.02052,0.001278
N,On_A,-0.02312,-0.007349,0.01959,0.01587,0.02641,0.0522,0.1173,0.03032
N,O_SP2_A,-0.007587,0.03549,0.03741,0.03725,0.06424,0.06433,0.08995,-0.01848
N,O_AMID,-0.0104,-0.03729,-0.1213,-0.0381,0.04814,0.0768,-0.01292,-0.06805
N,O_CAR,0.01546,-0.05181,-0.05457,-0.1145,-0.1006,-0.04986,-0.01007,0.02703
N,O_ALD,0.03575,0.03772,0.1247,0.1503,0.216,0.2118,0.1234,0.09479
N,N,0.03011,0.03434,0.03068,-0.006998,-0.02082,-0.01221,0.02752,-0.01068
N,Np,-0.02042,-0.002739,-0.01231,0.01488,0.0338,0.01501,0.06942,0.009619
N,N_SP,0.03933,0.008679,0.03012,0.01719,0.00165,-0.04041,0.001343,0.00857
N,O,0.04212,-0.01483,-0.01389,0.005624,0.01555,0.02323,0.02349,-0.01214
N,On,-0.03436,0.04185,-0.01812,0.008971,-0.02027,0.04445,-0.001609,-0.01437
N,S,0.04291,0.02779,0.04782,-0.03416,-0.009038,0.06017,0.03846,-0.0008282
N,S_a,0.003007,-0.02597,0.01689,-0.01268,0.009653,0.01227,0.00471,0.004246
N,S_H,-0.00415,0.01817,0.08608,0.03987,-0.1079,-0.2113,-0.05328,0.03926
N,P,0.00786,-0.01633,0.005914,-0.01845,0.02273,0.03468,-0.001844,-0.05827
N,U,-0.03847,0.0007213,-0.02701,0.02465,-0.01756,0.00541,0.04569,-0.03612
Np,H,0.03705,-0.04258,-0.05216,-0.1637,-0.0696,-0.06045,-0.004143,-0.04755
Np,H_N,0.1134,0.1161,0.1111,0.06429,0.06559,0.08673,0.07096,0.03028
Np,H_O,0.05502,0.101,0.1701,0.1767,0.09853,-0.02044,-0.02657,-0.07074
Np,H_S,0.02649,-0.004882,0.0208,0.04364,0.07389,0.01518,-0.05617,-0.08583
Np,H_ba,0.009991,-0.01573,-0.06985,-0.0844,-0.06191,-0.05574,-0.03777,-0.1344
Np,C,0.02821,0.04987,-0.04782,-0.128,-0.1091,0.02351,0.1085,0.02957
Np,C_a,0.06226,-0.02459,-0.04364,-0.03853,-0.04558,-0.08944,-0.0495,-0.07842
Np,C_SP2,-0.02222,-0.02939,-0.04961,0.04141,0.06947,0.09598,0.01285,-0.0573
Np,C_SP,0.04148,-0.006621,-0.01477,0.0209,0.01063,0.01994,0.006414,0.01907
Np,F,-0.01126,-0.008117,-0.008752,-0.02231,0.007094,0.003334,0.02623,0.03699
Np,F_ba,-0.007218,-0.01478,0.000226,-0.01611,-0.02317,0.004528,0.0194,0.0208
Np,Cl,-0.003173,-0.03064,-0.03435,-0.01183,-0.02723,-0.02208,-0.03599,-0.01782
Np,Cl_ba,0.02974,0.01886,-0.01581,0.00142,-0.023,0.00113,0.01977,-0.003492
Np,Br,-0.02553,-0.03993,0.003956,0.0002239,0.01289,-0.01324,0.04887,0.03224
Np,Br_ba,-0.008878,-0.01064,0.00439,-0.00968,-0.0129,-0.006677,-0.02354,0.01097
Np,I,0.04125,-0.01337,-0.01877,-0.01827,0.02732,-0.05369,-0.009218,0.02499
Np,I_ba,-0.002833,-0.01354,0.008336,0.01273,-0.002849,-0.0008847,-0.004631,-0.03948
Np,N_D,-0.04804,-0.05309,-0.03049,-0.01717,0.002847,0.02137,0.04039,0.03482
Np,N_a_D,0.01102,0.02756,0.04963,0.01493,0.02062,0.009343,-0.03372,-0.06297
Np,N_ba_D,0.02974,0.02417,0.006231,-0.0005831,-0.05472,-0.0508,0.01668,0.05531
Np,Np_D,0.0443,-0.004467,0.01857,-0.005734,0.02596,0.2272,0.2855,0.2347
Np,N_SP2_D,0.0005015,-0.02193,-0.006493,-0.01138,0.01491,0.008968,0.01755,0.01388
Np,N_AMID_D,0.04771,0.0479,0.03427,0.003686,0.03189,-0.04921,-0.133,-0.1655
Np,Np_RES_D,0.01215,-0.02027,-0.005301,-0.05894,0.001981,0.05308,0.07483,0.1116
Np,N_DA,-0.004794,-0.02632,0.001549,0.00131,0.03044,0.004804,-0.01806,-0.01492
Np,N_a_DA,0.004604,0.02346,-0.002095,0.002282,0.01996,0.09214,0.04552,0.03774
Np,O_DA,0.1017,0.1318,0.1505,0.1487,0.1175,0.01489,-0.01464,9.043e-05
Np,O_ba_DA,0.07037,0.06095,0.08955,0.04062,0.002226,-0.04919,-0.1101,-0.1157
Np,Met_DA,0.06005,0.06784,0.07978,0.09521,0.0601,3.999e-05,0.0475,0.08357
Np,N_A,-0.01811,0.003896,0.007273,0.0123,0.03851,0.006698,-0.01387,-0.05071
Np,N_a_A,-0.02242,-0.02329,-0.04979,0.01448,-0.01869,-0.01616,-0.0277,-0.03223
Np,O_A,-0.03662,-0.03339,-0.0415,-0.0694,-0.0352,-0.07619,0.03779,0.0339
Np,O_a_A,0.02166,-0.03628,0.009353,-0.02235,-0.01332,0.01449,-0.008614,0.03318
Np,On_A,0.06839,0.08266,0.06975,0.1058,0.1099,0.0156,-0.009979,-0.03762
Np,O_SP2_A,0.008434,-0.00487,-0.01231,-0.004958,0.007792,0.02722,-0.04214,-0.01223
Np,O_AMID,0.03905,0.03197,0.02065,-0.04129,-0.07266,-0.0767,-0.1151,-0.1104
Np,O_CAR,0.02764,-0.01565,-0.009611,0.00218,-0.06632,-0.06275,-0.001759,-0.01496
Np,O_ALD,0.03307,0.08435,0.1785,0.3124,0.3964,0.4153,0.2396,0.161
Np,N,-0.004269,0.06666,0.03514,0.03043,0.01991,0.04018,0.0451,0.04823
Np,Np,0.01503,0.002888,-0.01913,-0.01155,-0.01526,-0.003682,-0.007715,0.03893
Np,N_SP,-0.01835,-0.00517,0.001939,0.0006985,-0.01029,0.0046,-0.00269,-0.009509
Np,O,-0.04053,0.02589,-0.003196,0.02549,0.004983,-0.02485,0.02306,0.003184
Np,On,0.01866,0.01643,0.0423,0.02624,-0.01281,-0.01181,-0.01267,0.0443
Np,S,0.03737,-0.03145,-0.04314,-0.07926,-0.0384,0.007576,0.02601,0.01627
Np,S_a,0.009539,-0.01959,-0.01252,0.0005183,0.01636,-0.003474,-0.01156,0.004101
Np,S_H,-0.03995,-0.0006987,-0.03164,0.01848,0.009259,-0.02428,-0.04535,-0.03219
Np,P,-0.01782,-0.03952,-0.02835,0.01626,0.03339,0.03147,0.04406,0.009808
Np,U,0.004566,-0.001114,0.04697,0.02179,0.02712,-0.03445,-0.007372,-0.01139
N_SP,H,0.03983,0.005943,-0.08388,-0.04043,-0.02728,-0.04306,-0.1031,-0.1088
N_SP,H_N,-0.03276,-0.06934,-0.01428,-0.03396,-0.02963,0.02678,0.008631,-0.01156
N_SP,H_O,-0.004636,0.07619,0.03234,0.0552,0.05691,-0.02292,-0.04909,-0.07264
N_SP,H_S,0.02806,0.05692,0.03751,0.01354,-0.02016,-0.06829,-0.05862,-0.1122
N_SP,H_ba,0.02525,-0.01469,-0.03408,-0.0216,-0.0408,-0.08382,-0.1291,-0.1129
N_SP,C,0.09443,0.03888,-0.002467,-0.07765,-0.04901,0.03657,0.05743,-0.054
N_SP,C_a,0.09864,0.02387,-0.00339,-0.06659,-0.0534,-0.0389,0.00773,-0.006699
N_SP,C_SP2,0.01019,0.01583,-0.06829,-0.05775,0.03428,0.1069,0.04105,-0.05137
N_SP,C_SP,-0.001635,-0.01248,-0.03107,0.01074,-0.01994,-0.01566,0.02519,-0.003937
N_SP,F,0.006098,0.0251,-0.00917,-0.0195,0.00492,0.02227,-0.0165,-0.01813
N_SP,F_ba,0.0219,0.01785,0.008735,-0.01625,-0.007627,-0.01375,-0.000746,-0.0172
N_SP,Cl,0.02981,0.03458,0.005063,0.007564,0.05425,0.009216,-0.01044,-0.009263
N_SP,Cl_ba,-0.02147,0.006744,-0.02408,0.008934,0.0004729,0.02014,0.005343,0.006421
N_SP,Br,0.01688,-0.02521,0.02084,0.01539,0.007281,0.00326,-0.01449,0.01703
N_SP,Br_ba,0.001131,-0.01315,-0.0003538,-0.01411,0.00939,-0.007536,0.003558,0.01229
N_SP,I,0.01729,0.03826,0.003383,0.002297,-0.02606,-0.02392,-0.02017,-0.0158
N_SP,I_ba,-0.005357,-0.01146,-0.007437,-0.01406,0.002416,0.002525,0.03536,0.02162
N_SP,N_D,0.01501,0.03061,-0.002894,-0.01334,0.03516,0.03462,0.02628,0.02016
N_SP,N_a_D,0.03872,0.03718,0.02697,0.01589,-0.01363,-0.009222,0.02148,0.01514
N_SP,N_ba_D,0.06443,0.04419,0.03925,-0.004509,-0.06168,-0.04009,0.002519,0.03227
N_SP,Np_D,0.1019,0.03606,0.01637,-0.04081,0.1047,0.3526,0.4401,0.3235
N_SP,N_SP2_D,-0.05006,-0.00378,0.01728,-0.01719,0.002745,0.02146,0.02149,-0.01776
N_SP,N_AMID_D,0.05373,0.01078,-0.0807,-0.1025,-0.1328,-0.1408,-0.2157,-0.2127
N_SP,Np_RES_D,0.08941,0.05095,0.03558,0.0004002,-0.003235,-0.01521,-0.05033,-0.04285
N_SP,N_DA,0.007834,0.007418,0.01966,-0.006318,-0.005892,0.0008289,0.01459,-0.01039
N_SP,N_a_DA,0.05004,-0.01353,-0.028,-0.05086,-0.03387,-0.01658,-0.03282,-0.07289
N_SP,O_DA,0.05143,0.03028,0.04928,0.07297,0.03464,0.02984,-0.01396,-0.04099
N_SP,O_ba_DA,0.02131,0.01326,0.01781,0.004484,0.01247,-0.02721,-0.05518,-0.08508
N_SP,Met_DA,-0.02682,-0.03108,-0.06485,-0.03472,0.005398,0.03815,0.09512,0.1615
N_SP,N_A,-0.02342,-0.00999,0.01894,0.04244,0.01436,0.02574,0.006748,-0.0043
N_SP,N_a_A,0.01108,0.01385,-0.02311,-0.0542,-0.02098,-0.007677,-0.01404,-0.03183
N_SP,O_A,0.03418,0.02451,-0.04642,-0.06907,-0.06695,-0.06201,-0.01798,-0.01593
N_SP,O_a_A,0.006937,0.02058,0.00847,0.01472,0.01132,-0.0002644,-0.01145,-0.02648
N_SP,On_A,0.08249,0.07275,0.08043,0.07698,0.07426,0.01868,-0.08672,-0.1441
N_SP,O_SP2_A,0.04393,0.08273,0.1083,0.02641,-0.00262,-0.0003559,-0.04173,0.01641
N_SP,O_AMID,0.1517,0.1276,0.02035,-0.07044,-0.1234,-0.1252,-0.1849,-0.1976
N_SP,O_CAR,0.06372,0.04287,0.00862,-0.01456,-0.1092,-0.08913,-0.06719,-0.03027
N_SP,O_ALD,0.1672,0.2473,0.3829,0.5977,0.7504,0.6892,0.4287,0.231
N_SP,N,0.03189,0.008536,0.05401,0.04422,0.009778,0.04604,0.04192,0.03636
N_SP,Np,0.0121,0.01346,0.004371,0.01471,0.01107,0.08785,0.05202,0.02601
N_SP,N_SP,-0.02833,0.02404,0.02736,-0.01416,0.00941,-0.006521,0.006523,0.02934
N_SP,O,0.002307,-0.004087,-0.005418,-0.01151,0.02372,0.01241,0.00964,-0.002428
N_SP,On,-0.006989,-0.006262,0.004625,0.0133,0.03679,-0.005384,0.01154,0.008143
N_SP,S,0.1079,0.1074,0.01174,-0.04717,-0.1051,-0.0556,0.01917,0.04497
N_SP,S_a,0.02276,0.0008912,0.004561,-0.002484,-0.007916,0.009586,-0.01567,-0.02044
N_SP,S_H,0.01177,0.05721,0.0347,0.01263,-0.02288,-0.06967,-0.06833,-0.07125
N_SP,P,0.05528,0.03755,0.063,0.04475,0.04721,0.01212,0.0001657,-0.03566
N_SP,U,0.01961,0.03957,0.009702,-0.01156,-0.0135,-0.02435,-0.02939,-0.04505
O,H,0.009941,0.000112,0.003021,-0.003433,-0.005793,-0.00985,-0.008598,-0.003289
O,H_N,-0.004505,-0.001107,0.009629,0.01306,-0.007043,-0.009999,-0.002458,0.00198
O,H_O,-0.00671,0.01288,0.001828,0.007058,0.002285,-0.01224,-0.01434,-0.009315
O,H_S,-0.01096,-0.001626,0.01128,0.005494,0.004739,-0.004878,-0.01774,-0.02342
O,H_ba,0.009612,0.009716,0.003512,-0.005743,0.002317,-0.01107,-0.01862,-0.0142
O,C,-0.005199,0.001102,0.009193,-0.01228,-0.01006,0.004406,-0.0009794,-6.153e-05
O,C_a,0.004728,0.007126,0.0058,-0.007392,-0.01608,-0.005297,-0.001893,-0.004618
O,C_SP2,0.006197,-0.007464,-0.006058,-0.000888,-0.008075,0.01001,0.005044,-0.009064
O,C_SP,-0.0007623,0.01211,-0.006229,0.001927,-0.004472,0.006096,-0.006427,-0.00347
O,F,0.00573,0.01056,0.001877,-0.003904,-0.002725,0.007006,-0.0001551,0.001457
O,F_ba,-0.003437,-0.01243,-0.002967,-0.00215,-0.003338,0.005057,-0.003018,0.004351
O,Cl,0.005821,0.01437,0.007605,0.01931,-0.001567,0.001453,0.006895,0.006523
O,Cl_ba,-0.01719,0.0007047,-0.008181,-0.001782,0.005919,0.001026,-0.009725,-0.003636
O,Br,0.01031,0.0001351,0.002974,-0.01024,0.009161,0.002274,0.01091,-0.01319
O,Br_ba,-0.01038,0.01165,0.009333,-0.0005102,-0.006227,-0.001384,0.009697,-0.001459
O,I,2.816e-05,0.01537,0.01199,0.005981,0.01183,0.0005639,5.348e-05,0.007463
O,I_ba,-0.003209,0.005075,-0.005395,0.006707,-0.001885,0.0001621,0.001737,-0.00776
O,N_D,0.008209,0.0005572,0.003356,0.003934,0.004392,0.006808,0.007368,0.00028
