lig,rec,g1,g2,g3,g4,g5,g6,g7,g8
N_D,N_a_A,0.0005953,-0.001415,-0.009694,-0.01367,0.0001905,-0.01588,-0.004381,-0.01703
N_D,O_A,0.02711,-0.0006077,0.02014,0.01765,-0.004915,0.0201,0.01525,-0.01646
N_D,O_a_A,-0.01723,0.001118,-0.02302,-0.006267,-0.001415,-0.02432,0.001035,-0.0121
N_D,On_A,0.06034,0.04747,0.08168,0.05732,0.01892,0.002123,0.009207,-0.004179
N_D,O_SP2_A,0.01852,0.009237,0.02288,-0.007156,0.0005423,-0.01654,-0.03733,-0.06883
N_D,O_AMID,-0.02361,-0.003841,0.02988,0.06047,0.0574,0.06129,0.01482,-0.01728
N_D,O_CAR,0.01263,0.004975,0.005021,0.02689,0.02616,0.001426,0.01068,0.004524
N_D,O_ALD,0.01162,0.004824,-0.03999,-0.02562,-0.02214,0.01316,0.0625,0.04719
N_D,N,-0.002071,-0.004062,0.007866,-0.01597,-0.006033,0.01953,0.006141,0.02395
N_D,Np,0.007294,0.01865,-0.001072,0.00631,0.01984,-0.003048,-0.036,-0.008035
N_D,N_SP,-0.002314,0.008251,0.006556,-0.007932,0.01838,0.003926,0.02543,-0.008578
N_D,O,0.001899,-0.001719,-0.005707,-0.01277,-0.0152,0.001371,-0.01912,-0.001183
N_D,On,-0.0003979,-0.009679,0.004689,-0.009032,0.009665,-0.005815,0.004928,0.01087
N_D,S,0.02842,0.008303,0.02095,0.04592,0.02818,0.00913,0.005933,-0.03458
N_D,S_a,0.01274,-0.002209,-0.03475,-0.01097,0.01521,0.001519,0.008045,0.005918
N_D,S_H,0.01769,0.001221,0.01908,0.04268,0.05389,0.03046,-0.0006153,-0.05774
N_D,P,0.02964,0.04896,0.04649,0.02101,0.01833,0.01923,-0.00774,-0.02101
N_D,U,-0.01802,0.01022,0.01488,0.01071,0.001203,0.01167,0.008926,0.002695
N_a_D,H,0.001854,-0.0047,0.0008789,0.02942,-0.03476,0.003464,-0.08499,-0.008372
N_a_D,H_N,-0.09482,-0.08229,0.00702,0.05967,0.09038,0.003311,0.05133,0.16
N_a_D,H_O,-0.09717,-0.05858,-0.007804,0.01659,0.05262,-0.08053,-0.1105,-0.082
N_a_D,H_S,-0.048,-0.0152,-0.03715,-0.0637,-0.007043,0.0001841,0.0482,0.03313
N_a_D,H_ba,0.07439,0.0616,0.06237,0.03883,0.03623,-0.03544,-0.002804,0.05583
N_a_D,C,-0.0008943,0.02661,-0.04564,-0.07321,-0.1217,0.05576,0.04154,-0.004387
N_a_D,C_a,-0.04004,-0.05881,-0.09645,-0.05613,0.005534,0.09324,0.1056,0.06902
N_a_D,C_SP2,0.1235,0.06247,0.03395,-0.0807,0.0381,0.191,0.1325,0.01844
N_a_D,C_SP,-0.01101,-0.03983,0.03736,0.01772,0.07067,0.05442,-0.02476,-0.01272
N_a_D,F,-0.0009071,-0.01599,-0.01535,-0.02483,-0.007409,-0.0575,-0.01839,-0.04217
N_a_D,F_ba,-0.05671,0.01414,0.01308,0.05449,0.00216,-0.02635,0.02799,0.03197
N_a_D,Cl,0.01625,0.02287,0.04231,0.04823,0.0901,0.003929,0.05046,0.06845
N_a_D,Cl_ba,-0.02038,-0.03058,-0.0127,0.03065,-0.03387,0.02517,-0.06023,0.009486
N_a_D,Br,-0.03432,-0.04319,0.02015,0.04348,0.04731,-0.04048,-0.06316,0.02655
N_a_D,Br_ba,0.007226,0.04263,0.04019,-0.05111,0.008929,-0.008236,-0.04396,0.05823
N_a_D,I,-0.007113,0.03147,0.0226,0.04616,0.06373,0.07488,-0.03172,-0.03314
N_a_D,I_ba,-0.01354,0.001379,0.0104,-0.006212,-0.01344,-0.0001239,-0.02282,-0.04037
N_a_D,N_D,-0.0093,0.00626,0.002342,-0.01362,-0.05351,0.04718,0.05337,0.08846
N_a_D,N_a_D,0.09604,0.07495,0.03401,-0.003816,0.05994,0.1379,0.1898,0.1034
N_a_D,N_ba_D,0.1114,0.06257,-0.005513,-0.1168,-0.0342,-0.01163,0.08169,0.1481
N_a_D,Np_D,0.101,0.123,0.05726,-0.004944,-0.1145,-0.1702,-0.02739,0.1157
N_a_D,N_SP2_D,-0.0129,0.02196,0.01885,0.002409,-0.03276,-0.02315,0.04231,-0.02511
N_a_D,N_AMID_D,0.136,0.02938,-0.01346,0.0006628,0.03264,0.05317,-0.01877,-0.05133
N_a_D,Np_RES_D,-0.03456,0.01721,0.03224,0.07748,0.1127,0.09323,0.09538,-0.01348
N_a_D,N_DA,-0.03495,-0.01454,-0.0185,-0.01377,0.01045,0.05183,-0.04202,-0.02822
N_a_D,N_a_DA,0.06418,0.08333,0.04377,-0.00556,0.0006053,-0.01954,-0.06107,-0.05251
N_a_D,O_DA,-0.01306,-0.07536,-0.03233,0.01256,0.01631,-0.02397,-0.05315,-0.08723
N_a_D,O_ba_DA,-0.04551,0.06901,0.1004,0.04268,-0.04201,-0.03571,-0.03364,0.004887
N_a_D,Met_DA,0.003553,0.03923,0.03655,0.1474,0.1205,0.1718,0.2941,0.2862
N_a_D,N_A,-0.009394,-0.02974,0.0175,-0.003873,0.0173,0.03319,-0.008639,-0.02906
N_a_D,N_a_A,-0.1397,-0.1096,-0.06355,-0.03952,-0.05656,-0.01278,0.08593,0.06799
N_a_D,O_A,0.1111,0.05819,0.09839,0.0299,0.08843,0.08789,-0.00224,-0.1044
N_a_D,O_a_A,-0.005706,0.01769,-0.05394,0.0198,-0.01749,0.02489,0.005226,0.008714
N_a_D,On_A,0.005892,-0.02633,-0.02263,-0.02308,-0.1005,0.002341,0.1091,0.1526
N_a_D,O_SP2_A,0.06269,0.0267,0.04493,0.07478,0.09175,0.06485,0.1039,0.06877
N_a_D,O_AMID,-0.04921,-0.08179,-0.162,-0.02974,0.09919,0.1939,0.001305,-0.07761
N_a_D,O_CAR,0.04728,0.07157,0.04506,-0.04666,-0.02921,-0.1322,-0.005936,0.04296
N_a_D,O_ALD,0.06383,0.09703,0.1618,0.2993,0.3767,0.3438,0.2599,0.1591
N_a_D,N,0.008791,-0.01698,-0.05128,-0.02905,0.01078,0.003084,0.06258,0.02632
N_a_D,Np,0.000844,0.0492,-0.0005465,-0.001735,0.01536,0.03108,0.03806,0.009616
N_a_D,N_SP,0.006631,-0.02045,-0.0009809,-0.004483,0.05232,0.01587,-0.02013,0.0502
N_a_D,O,0.0402,0.0008386,-0.02039,-0.02853,0.01481,-0.002883,-0.04277,0.02413
N_a_D,On,0.00606,-0.04585,0.004988,0.003578,0.01817,-0.003431,0.0105,0.0004612
N_a_D,S,0.05665,0.02357,0.007717,-0.01542,-0.04355,0.006836,0.1279,0.07664
N_a_D,S_a,0.006805,-0.05618,0.01888,0.01279,-0.02819,-0.0198,-0.001987,0.006321
N_a_D,S_H,-0.122,-0.1425,-0.08537,0.01394,0.01853,-0.07115,-0.07709,-0.08414
N_a_D,P,-0.01108,-0.004066,0.004282,0.0006087,0.08806,0.04465,0.08128,0.1056
N_a_D,U,-0.03267,0.05238,0.04872,0.06222,0.09251,0.09711,0.07681,0.05386
N_ba_D,H,0.028,-0.04827,-0.06474,0.009294,0.03522,-0.02213,-0.0297,-0.02959
N_ba_D,H_N,0.01435,0.03237,0.04742,0.02801,0.02713,0.02728,0.09416,0.1226
N_ba_D,H_O,0.03995,0.004599,-0.02829,-0.09329,-0.01255,-0.003857,0.03428,0.01097
N_ba_D,H_S,0.006189,0.04887,0.04777,0.01324,0.002155,0.05364,0.04779,0.05537
N_ba_D,H_ba,0.02822,-0.02273,-0.0173,-0.0189,-0.02316,0.08451,0.06569,0.08378
N_ba_D,C,0.01706,-0.02539,-0.02506,-0.05543,-0.006263,0.01569,0.03166,0.01175
N_ba_D,C_a,0.006565,-0.01634,0.02788,-0.009386,0.01148,-0.006154,0.1002,0.1386
N_ba_D,C_SP2,0.1795,0.1085,0.01637,-0.0654,0.04191,0.1584,0.0111,-0.182
N_ba_D,C_SP,0.002578,0.01948,0.008274,-0.01921,-0.01609,-0.02843,-0.01913,-0.01349
N_ba_D,F,0.05139,0.0002641,-0.01946,-0.002437,-0.01188,-0.0763,-0.118,-0.05038
N_ba_D,F_ba,0.07071,0.02792,-0.01804,0.02059,-0.02511,-0.03747,-0.02879,-0.03396
N_ba_D,Cl,-0.007295,-0.001862,-0.05151,-0.07979,-0.09598,-0.04396,0.02781,-0.004512
N_ba_D,Cl_ba,0.002858,0.03918,-0.03629,-0.004642,0.01261,-0.03822,-0.004948,0.02263
N_ba_D,Br,0.02001,0.06321,0.06483,0.01752,-0.02143,-0.05892,0.02002,0.09914
N_ba_D,Br_ba,0.01336,-0.01908,0.0432,-0.005915,-0.01997,0.007375,0.007707,-0.01046
N_ba_D,I,0.02417,0.004441,-0.01739,0.02295,0.007708,0.002682,-0.06581,-0.1088
N_ba_D,I_ba,-0.01544,-0.02013,-0.01398,-0.003606,-0.01031,-0.03105,0.03036,0.03459
N_ba_D,N_D,0.0367,-0.004029,0.01961,0.02324,0.0434,-0.02837,-0.01006,-0.02915
N_ba_D,N_a_D,-0.1602,-0.1236,-0.1204,0.02744,0.181,0.1533,0.01922,-0.07385
N_ba_D,N_ba_D,-0.002936,-0.03261,-0.04006,-0.04473,-0.08199,-0.08976,0.0265,0.07562
N_ba_D,Np_D,-0.08446,-0.06572,-0.0904,-0.007532,0.1415,0.3385,0.322,0.1668
N_ba_D,N_SP2_D,0.0158,0.01243,-0.02872,0.02261,-0.01357,-0.004499,0.02774,0.042
N_ba_D,N_AMID_D,0.02564,0.0351,0.1246,0.1357,0.02141,-0.09242,-0.1816,-0.1787
N_ba_D,Np_RES_D,0.05587,0.002938,-0.04954,-0.1388,-0.1278,-0.08408,0.009314,0.03714
N_ba_D,N_DA,0.05181,0.002898,-0.002485,0.03376,-0.01341,-0.03805,-0.001052,0.01182
N_ba_D,N_a_DA,-0.0326,-0.02719,-0.01006,-0.03497,-0.06381,-0.1242,-0.2214,-0.1581
N_ba_D,O_DA,0.1162,0.06815,-0.007546,-0.08945,-0.01466,0.03421,0.07422,0.07311
N_ba_D,O_ba_DA,0.04475,-0.01046,0.03353,0.03442,0.02119,-0.03847,-0.09713,0.01986
N_ba_D,Met_DA,0.06623,0.05791,0.1164,0.1494,0.124,0.1417,0.07207,0.07071
N_ba_D,N_A,-0.01167,0.02798,0.01299,-0.008662,-0.008523,-0.009501,0.007372,0.004091
N_ba_D,N_a_A,0.06117,0.07417,0.02066,-0.00594,0.00415,-0.0686,-0.1667,-0.1622
N_ba_D,O_A,0.08836,0.07733,0.04388,-0.001517,0.002533,0.118,0.1559,0.03214
N_ba_D,O_a_A,0.0243,0.01817,0.01489,0.0209,-0.008642,0.001614,-0.03195,-0.03995
N_ba_D,On_A,0.05412,0.04145,-0.1067,-0.2036,-0.04742,0.09355,0.04213,-0.1081
N_ba_D,O_SP2_A,0.04913,0.02835,0.02903,0.05873,0.08681,0.1117,0.1695,0.1597
N_ba_D,O_AMID,0.03727,-0.09116,-0.1673,0.003963,0.0494,-0.02468,0.001569,0.06576
N_ba_D,O_CAR,0.03027,-0.06307,-0.1766,-0.2039,-0.1506,-0.1155,-0.1498,-0.1122
N_ba_D,O_ALD,0.02294,0.04844,0.1142,0.3485,0.4252,0.3308,0.09274,-0.07946
N_ba_D,N,0.06599,0.1328,0.1461,0.1078,0.001701,-0.03032,-0.01645,0.01343
N_ba_D,Np,0.0132,-0.0111,-0.01797,-0.01403,-0.01161,0.05434,0.08769,0.01331
N_ba_D,N_SP,0.02133,0.02698,-0.02504,-0.003078,0.01323,0.01394,0.01431,-6.453e-05
N_ba_D,O,-0.003109,-0.007348,-0.03213,-0.02654,0.02084,-0.01604,0.01633,-0.009477
N_ba_D,On,-0.01468,0.00376,-0.01452,-0.01335,0.006381,0.004712,-0.01448,-0.03245
N_ba_D,S,-0.02609,-0.04107,0.002761,0.007736,-0.01307,0.002623,-0.008207,0.07136
N_ba_D,S_a,-0.003552,0.01537,-0.02207,0.03202,-0.02235,0.02686,0.009245,-0.0324
N_ba_D,S_H,-0.01136,-0.04209,-0.03568,-0.01166,0.05512,0.0555,0.01444,-0.0415
N_ba_D,P,-0.1018,-0.1343,-0.1383,-0.1439,-0.0575,0.1078,0.1914,0.09858
N_ba_D,U,-0.02272,-0.05785,-0.05193,-0.01626,-0.04183,-0.04743,-0.01428,-0.01217
Np_D,H,-0.0785,-0.02583,0.06681,0.08108,0.1291,0.07704,0.0199,0.01018
Np_D,H_N,0.005342,-0.004258,-0.0239,-0.02207,-0.02195,-0.03018,-0.07908,-0.07429
Np_D,H_O,0.009738,0.03305,-0.02081,-0.08614,-0.05419,0.03191,0.07871,-0.007362
Np_D,H_S,0.04571,0.02752,0.02327,-0.06234,-0.07674,-0.06896,0.04057,0.01521
Np_D,H_ba,-0.05805,0.01543,0.06342,0.1145,0.07075,-0.01904,-0.08385,-0.01197
Np_D,C,-0.0405,-0.06394,-0.01623,0.02631,0.0351,0.07041,0.006733,0.01374
Np_D,C_a,-0.07741,-0.04624,-0.0304,0.02084,0.006425,0.02038,-0.03967,-0.04134
Np_D,C_SP2,-0.02891,0.01295,0.03639,0.03024,-0.03817,-2.671e-05,0.08284,0.1279
Np_D,C_SP,-0.01453,0.008621,-0.03947,0.004725,0.008465,-0.01827,0.01869,0.075
Np_D,F,-0.02746,0.009979,-0.01797,0.02891,0.01069,0.018,0.005698,-0.01169
Np_D,F_ba,-0.03925,0.00304,0.02739,-0.009194,0.004197,-0.01991,0.03023,0.0059
Np_D,Cl,-0.01986,-0.01598,-0.003068,0.0795,0.03265,0.07963,0.02218,0.03069
Np_D,Cl_ba,0.002806,0.01723,0.01599,0.01989,-0.007111,0.01167,0.006677,0.01734
Np_D,Br,0.01755,0.006264,-0.00585,0.04381,0.02534,0.05338,0.02289,-0.0008544
Np_D,Br_ba,-0.01453,-0.01948,0.03349,-0.01043,-0.01443,-0.001897,-0.02389,0.01104
Np_D,I,0.007939,0.00833,0.003914,-0.004089,-0.0007325,0.009315,0.06949,0.07374
Np_D,I_ba,-0.03455,0.03866,0.009265,-0.0001111,-0.009754,-0.001114,0.001593,-0.03289
Np_D,N_D,-0.01639,0.01233,0.02686,0.05239,0.01422,-0.03674,-0.01088,0.03634
Np_D,N_a_D,0.009467,0.03508,0.08143,0.06598,-0.03747,-0.08928,-0.04027,0.01844
Np_D,N_ba_D,0.03812,0.05055,0.02578,-0.016,-0.0995,-0.0959,-0.06512,-0.002832
Np_D,Np_D,0.01545,-0.01858,-0.009157,-0.0108,-0.1026,-0.2535,-0.2491,-0.1515
Np_D,N_SP2_D,0.01802,-0.0009467,-0.06075,-0.02284,-0.01274,-0.03017,0.02054,-0.02356
Np_D,N_AMID_D,-0.04768,-0.06994,-0.01699,0.04861,0.01617,0.05769,0.1775,0.1229
Np_D,Np_RES_D,-0.003294,0.002413,0.02287,0.03746,0.04874,-0.002501,-0.05234,-0.09418
Np_D,N_DA,0.003736,0.0277,0.01633,-0.03105,0.03943,0.004603,0.005765,0.04023
Np_D,N_a_DA,0.05817,0.08933,0.09751,0.1077,0.1065,0.1139,0.09551,-0.02482
Np_D,O_DA,0.0009521,-0.01766,-0.03558,-0.1372,-0.1146,0.01835,-0.009738,-0.04878
Np_D,O_ba_DA,-0.009321,-0.008503,-0.02011,0.02116,0.08826,0.08602,0.07401,0.04668
Np_D,Met_DA,-0.01353,-0.02226,-0.02165,-0.02735,0.03302,0.01489,-0.03596,-0.05599
Np_D,N_A,0.001692,0.0391,0.01141,0.006318,0.0176,0.01143,-0.0135,0.004634
Np_D,N_a_A,0.05491,0.03068,0.03085,-0.000991,-0.04596,-0.05448,-0.1281,-0.1141
Np_D,O_A,-0.06116,-0.03437,-0.03754,-0.006438,0.01389,0.009726,-0.03951,-0.001497
Np_D,O_a_A,0.02575,0.01585,0.004317,-0.01905,-0.009583,-0.005171,-0.01639,-0.02379
Np_D,On_A,0.07135,0.04332,-0.01028,-0.1463,-0.09743,-0.02873,-0.1302,-0.1579
Np_D,O_SP2_A,0.006236,-0.02995,-0.05415,-0.07202,-0.009258,0.0356,0.04175,-0.002221
Np_D,O_AMID,0.1334,0.1389,0.05999,-0.123,-0.02872,0.1218,0.157,0.1428
Np_D,O_CAR,0.01342,-0.01371,0.009235,-0.08518,-0.1327,-0.03533,0.03843,0.05296
Np_D,O_ALD,-0.006055,-0.0445,-0.08148,-0.1197,-0.1269,-0.1009,-0.05463,-0.04777
Np_D,N,-0.02825,-0.04219,0.008465,0.02805,0.03369,-0.0147,-0.1702,-0.1112
Np_D,Np,-0.02366,-0.02476,-0.03698,-0.03559,-0.03127,-0.01481,0.008801,-0.01661
Np_D,N_SP,0.01617,0.002362,-0.004528,-0.01797,-0.0425,0.01208,-0.01161,0.02246
Np_D,O,0.006035,-0.004488,0.003873,9.11e-05,0.003712,0.02108,0.01877,-0.005361
Np_D,On,-0.01482,0.05346,-0.02763,0.02755,0.03678,0.01774,0.01008,-0.03341
Np_D,S,-0.0405,-0.01326,-0.02566,-0.05978,-0.08722,-0.01665,0.0502,0.0977
Np_D,S_a,0.01342,-0.007656,0.03172,-0.03297,0.02812,-0.003568,-0.01752,0.006544
Np_D,S_H,0.009988,-0.003357,-0.0397,-0.05256,-0.03026,-0.01363,0.01325,0.01022
Np_D,P,0.09065,0.05784,0.0499,0.066,0.06548,0.12,0.08495,0.05556
Np_D,U,-0.0221,-0.02125,-0.02951,-0.04742,-0.06039,-0.02368,-0.02732,0.03279
N_SP2_D,H,-0.01709,-0.00803,0.01085,0.0283,0.04471,0.006212,-0.02613,-0.04139
N_SP2_D,H_N,0.02609,0.04556,0.05664,0.01789,0.02896,-0.01091,-0.0475,-0.007119
N_SP2_D,H_O,0.01607,0.02813,-0.03047,-0.04443,-0.04742,-0.02422,-0.027,-0.0428
N_SP2_D,H_S,0.005758,0.002657,0.003491,0.01655,-0.003002,-0.001958,0.02363,-0.03571
N_SP2_D,H_ba,-0.005625,-0.006275,0.03573,0.01614,0.03149,0.009265,-0.02217,-0.006145
N_SP2_D,C,0.002698,-0.03432,-0.002029,-0.004782,0.03212,0.03841,-0.0299,-0.05646
N_SP2_D,C_a,0.004413,-0.03537,-0.008478,-0.0007767,0.01121,0.01037,0.0006982,-0.0271
N_SP2_D,C_SP2,0.009448,-0.006005,-0.04754,-0.02572,-0.008653,0.009002,-0.03632,-0.0335
N_SP2_D,C_SP,-0.0007145,0.002691,-0.006067,-0.02349,-0.003891,-0.01089,0.02271,0.01415
N_SP2_D,F,0.009337,-0.003961,-0.02322,-0.006201,0.02119,-0.007511,-0.01834,-0.01103
N_SP2_D,F_ba,-0.004121,-0.01096,0.0008651,0.002546,-0.005022,0.002641,-0.001231,-0.01248
N_SP2_D,Cl,-0.01706,-0.00848,-0.01151,-0.002632,0.01223,0.03163,0.02449,0.0313
N_SP2_D,Cl_ba,0.004117,0.009011,-0.00689,-0.009589,0.01117,0.002597,-0.001298,-0.007044
N_SP2_D,Br,-0.005834,-0.01529,-0.03895,-0.006894,-0.0286,0.006788,0.03168,0.06309
N_SP2_D,Br_ba,-0.008251,0.004762,0.003836,0.01006,0.02006,-0.00609,-0.008548,-0.007715
N_SP2_D,I,0.01191,0.003476,-0.006586,-0.004854,-0.0004667,-0.006069,0.005656,0.0211
N_SP2_D,I_ba,0.007796,0.03102,-0.008807,-0.005972,-0.01082,-0.007099,-0.002037,0.01218
N_SP2_D,N_D,-0.03765,-0.01015,-0.01321,0.01411,0.0158,0.005067,-0.004057,0.006001
N_SP2_D,N_a_D,-0.002889,0.00951,0.006266,0.02733,0.0456,0.01998,-0.002246,0.001637
N_SP2_D,N_ba_D,0.04806,0.0104,0.0293,0.005605,-0.02241,-0.01481,-0.003176,0.006027
N_SP2_D,Np_D,-0.0005874,-0.03619,-0.03393,-0.001334,0.05832,0.07753,0.05313,0.007919
N_SP2_D,N_SP2_D,0.006582,0.02109,-0.01643,-0.01714,0.003433,0.003607,-0.001786,0.02111
N_SP2_D,N_AMID_D,-0.00306,0.009033,-0.01502,0.001199,-0.01748,-0.03257,-0.08707,-0.06624
N_SP2_D,Np_RES_D,0.02906,-0.00581,0.008605,-0.01035,-0.02632,-0.0139,-0.02528,0.01056
N_SP2_D,N_DA,0.0104,0.01206,-0.01588,-0.005657,0.009756,0.01807,-0.007465,0.007417
N_SP2_D,N_a_DA,-0.03954,-0.01786,-0.007463,-0.005094,-0.02766,-0.01501,-0.03509,-0.04551
N_SP2_D,O_DA,-0.01788,0.006251,-0.006521,-0.02559,-0.04364,-0.003521,-0.0342,-0.06389
N_SP2_D,O_ba_DA,0.04648,0.02482,0.01498,-0.001255,-0.02864,-0.01392,-0.02559,-0.02645
N_SP2_D,Met_DA,0.01698,0.03592,0.04022,0.05682,0.01675,-0.03108,-0.02474,-0.008812
N_SP2_D,N_A,0.005555,0.02046,0.009241,-0.01779,0.01275,-0.002475,0.01323,0.001924
N_SP2_D,N_a_A,0.02714,0.056,0.05763,0.02674,0.02263,0.05159,-0.0358,-0.08532
N_SP2_D,O_A,-0.004508,-0.02766,-0.04193,-0.09109,-0.04701,-0.02011,-0.005295,-0.0101
N_SP2_D,O_a_A,0.01737,0.01387,0.009896,0.01028,0.006567,-0.01191,-0.008855,-0.00694
N_SP2_D,On_A,-0.02499,-0.00544,-0.04602,-0.07963,-0.06128,-0.04607,-0.03646,-0.05922
N_SP2_D,O_SP2_A,0.01172,0.01671,0.01685,0.008186,-0.02615,-0.01451,0.01048,0.01918
N_SP2_D,O_AMID,0.05882,0.009479,-0.02717,-0.05481,-0.04574,-0.04098,-0.03352,-0.05081
N_SP2_D,O_CAR,0.0221,0.004972,0.01425,-0.01933,-0.02679,-0.02135,-0.02654,-0.02576
N_SP2_D,O_ALD,0.0383,0.05755,0.08644,0.1662,0.1551,0.1361,0.07016,0.04697
N_SP2_D,N,-0.006672,-0.009348,0.01145,0.03303,0.01447,-0.02117,-0.003695,0.01784
N_SP2_D,Np,0.001049,-0.02716,0.007043,-0.009929,0.02839,0.0455,0.01742,0.003934
N_SP2_D,N_SP,-0.0006391,0.003041,0.0005849,-0.01259,0.004744,0.001629,-0.005123,0.01626
N_SP2_D,O,-0.007561,0.009381,0.002341,-0.00695,-0.0116,0.002288,0.01109,0.02381
N_SP2_D,On,-0.01294,0.0271,-0.007834,0.02461,0.008993,0.001098,0.009584,-0.009499
N_SP2_D,S,-0.01199,-0.03532,-0.008499,-0.04249,-0.007942,0.01508,-0.006346,0.01732
N_SP2_D,S_a,0.001954,0.003147,-0.01677,0.02839,-0.004409,0.02215,-0.01338,-0.01778
N_SP2_D,S_H,0.0049,0.001333,-0.005856,-0.01075,0.01295,-0.004006,0.002671,-0.03046
N_SP2_D,P,-0.04434,-0.06051,-0.06135,-0.05442,-0.04044,0.002917,0.01888,-0.01408
N_SP2_D,U,0.01674,0.004652,-0.01727,-0.01883,-0.003933,-0.01762,-0.02116,-0.005178
N_AMID_D,H,-0.03342,0.00992,0.03342,-0.02404,0.03138,0.01192,0.0007345,-0.02707
N_AMID_D,H_N,-0.05287,-0.03452,-0.03809,-0.08106,-0.06569,0.02382,0.03846,-0.02433
N_AMID_D,H_O,0.01471,0.0005371,0.01186,0.00636,0.03853,0.0573,-0.005449,-0.05572
N_AMID_D,H_S,0.02785,0.03804,0.03069,0.08181,0.03424,0.02862,-0.042,-0.07269
N_AMID_D,H_ba,0.03932,-0.04697,-0.05775,-0.07377,-0.002052,-0.0345,-0.05916,-0.08021
N_AMID_D,C,-0.07104,-0.02993,-0.002924,-0.02337,-0.05994,0.02869,0.04981,0.06997
N_AMID_D,C_a,-0.01539,-0.0327,-0.02931,-0.01437,-0.008401,0.002229,-0.001874,-0.06891
N_AMID_D,C_SP2,0.0469,0.06718,0.05661,0.005626,-0.02413,0.02575,0.1247,0.06871
N_AMID_D,C_SP,-0.03171,-0.01999,-0.007984,-0.002154,-0.02073,-0.009268,-0.001372,0.005548
N_AMID_D,F,0.005036,-0.03162,0.02528,-0.01144,-0.01015,-0.02049,-0.06208,-0.00576
N_AMID_D,F_ba,-0.02578,0.02192,0.009038,-0.005258,0.0125,-0.004374,0.01619,0.005931
N_AMID_D,Cl,0.03005,-0.007994,0.01805,0.02697,0.004256,-0.05017,-0.03274,-0.04436
N_AMID_D,Cl_ba,0.03657,-0.01476,0.01088,-0.006687,0.008284,-0.01046,-0.0308,0.01164
N_AMID_D,Br,0.01422,-0.04818,-0.04854,0.004069,-0.02122,-0.02642,-0.01818,-0.004336
N_AMID_D,Br_ba,-0.001531,-0.02784,-0.01766,-0.01071,0.001788,-0.001639,0.01148,0.01391
N_AMID_D,I,0.01423,-0.004374,0.01198,0.02637,0.0124,-0.01295,-0.0009073,-0.001784
N_AMID_D,I_ba,-0.03021,0.01034,0.02335,0.004004,0.01484,-0.007902,0.009305,-0.007553
N_AMID_D,N_D,0.02226,-0.0138,-0.0137,-0.02164,-0.01678,0.03447,0.04485,0.00455
N_AMID_D,N_a_D,0.05121,0.03204,0.03417,0.02027,-0.09243,-0.07949,-0.08928,-0.09267
N_AMID_D,N_ba_D,0.04565,0.04873,0.0131,0.01269,-0.04772,-0.02302,-0.03631,-0.05573
N_AMID_D,Np_D,0.0008964,0.04345,0.01395,-0.02154,-0.04755,-0.05263,0.1154,0.1338
N_AMID_D,N_SP2_D,-0.02668,0.03478,-0.006482,-0.007915,-0.00438,-0.01577,0.00527,0.003328
N_AMID_D,N_AMID_D,0.07386,0.04403,0.01802,-0.07489,-0.0996,0.01852,0.06902,0.04629
N_AMID_D,Np_RES_D,0.0664,0.05266,0.04667,0.06036,0.05609,0.05084,-0.02085,-0.07803
N_AMID_D,N_DA,-0.01313,-0.00345,0.006485,0.001127,-0.01201,0.0286,0.005443,-0.002398
N_AMID_D,N_a_DA,0.01182,-0.0435,-0.03827,-0.03418,-0.04578,-0.05207,0.02884,-0.01287
N_AMID_D,O_DA,-0.008959,0.0187,-0.009478,-0.003357,0.01405,0.0493,0.03651,-0.04841
N_AMID_D,O_ba_DA,0.05672,0.04797,0.05907,0.0618,0.01578,0.03037,-0.004466,-0.02473
N_AMID_D,Met_DA,-0.04555,-0.04982,-0.02163,0.05549,0.03205,-0.01702,0.03037,0.09389
N_AMID_D,N_A,-0.002103,0.01647,0.005297,0.0009125,0.002883,0.01329,0.00172,0.002425
N_AMID_D,N_a_A,-0.02063,-0.02248,-0.08095,-0.06048,-0.08034,-0.01707,0.05695,0.03561
N_AMID_D,O_A,0.01412,0.02846,0.01668,-0.02741,-0.05486,-0.05305,-0.03027,-0.07278
N_AMID_D,O_a_A,-0.03253,-0.0106,0.04,-0.002398,-0.002669,-0.01886,0.03049,-0.009969
N_AMID_D,On_A,0.06868,0.0466,0.08519,0.1011,0.129,0.05924,-0.02907,-0.1153
N_AMID_D,O_SP2_A,0.06412,0.02416,0.04212,0.08516,0.04358,-0.005854,-0.009992,-0.03826
N_AMID_D,O_AMID,0.05877,0.01474,-0.08391,-0.09211,0.05192,0.06721,0.01373,0.01317
N_AMID_D,O_CAR,-0.0007566,0.03995,0.05213,-0.02989,-0.03061,-0.0325,-0.01151,-0.003256
N_AMID_D,O_ALD,0.06008,0.08525,0.1301,0.1891,0.2474,0.227,0.08874,0.04784
N_AMID_D,N,0.01511,0.07133,0.04246,0.1113,0.0478,0.01332,-0.01037,0.02842
N_AMID_D,Np,-0.01419,-0.01256,0.01555,0.01498,0.004045,0.01258,-0.006765,-0.01364
N_AMID_D,N_SP,0.002804,0.005279,0.007301,0.01294,0.02906,0.0007606,-0.01001,-0.02331
N_AMID_D,O,0.03215,-0.01011,0.003493,-7.967e-05,0.006924,-0.003368,0.009787,-0.007458
N_AMID_D,On,-0.01523,0.01294,0.006851,-0.01613,-0.02037,-0.01794,0.008748,0.01557
